time,air_temperature,ghi
2021-06-01 00:00:00,37.0,401
2021-06-01 01:00:00,34.4,190
2021-06-01 13:00:00,24.700000000000003,126
2021-06-01 14:00:00,27.5,329
2021-06-01 15:00:00,30.9,540
2021-06-01 16:00:00,34.1,732
2021-06-01 17:00:00,36.8,888
2021-06-01 18:00:00,38.6,995
2021-06-01 19:00:00,39.7,1036
2021-06-01 20:00:00,40.3,1012
2021-06-01 21:00:00,40.5,925
2021-06-01 22:00:00,40.3,788
2021-06-01 23:00:00,39.7,607
2021-06-02 00:00:00,38.5,400
2021-06-02 01:00:00,35.9,184
2021-06-02 13:00:00,26.8,115
2021-06-02 14:00:00,29.4,310
2021-06-02 15:00:00,32.800000000000004,517
2021-06-02 16:00:00,36.4,704
2021-06-02 17:00:00,38.8,860
2021-06-02 18:00:00,40.2,966
2021-06-02 19:00:00,41.1,1000
2021-06-02 21:00:00,41.8,906
2021-06-02 22:00:00,41.6,772
2021-06-02 23:00:00,40.8,595
2021-06-03 00:00:00,39.6,391
2021-06-03 01:00:00,37.5,186
2021-06-03 13:00:00,26.6,120
2021-06-03 14:00:00,29.1,315
2021-06-03 15:00:00,32.1,520
2021-06-03 16:00:00,35.2,708
2021-06-03 17:00:00,37.8,863
2021-06-03 18:00:00,39.8,969
2021-06-03 19:00:00,41.2,1014
2021-06-03 20:00:00,42.2,994
2021-06-03 21:00:00,42.7,911
2021-06-03 22:00:00,42.6,776
2021-06-03 23:00:00,42.1,597
2021-06-04 00:00:00,40.900000000000006,392
2021-06-04 01:00:00,38.400000000000006,185
2021-06-04 13:00:00,27.4,128
2021-06-04 14:00:00,30.3,329
2021-06-04 15:00:00,33.5,538
2021-06-04 16:00:00,36.4,729
2021-06-04 17:00:00,38.7,883
2021-06-04 18:00:00,40.400000000000006,987
2021-06-04 19:00:00,41.7,1031
2021-06-04 20:00:00,42.5,1013
2021-06-04 21:00:00,42.900000000000006,931
2021-06-04 22:00:00,42.8,795
2021-06-04 23:00:00,42.3,615
2021-06-05 00:00:00,41.2,408
2021-06-05 01:00:00,38.5,196
2021-06-05 13:00:00,28.200000000000003,129
2021-06-05 14:00:00,31.4,330
2021-06-05 15:00:00,34.800000000000004,539
2021-06-05 16:00:00,37.4,730
2021-06-05 17:00:00,39.400000000000006,881
2021-06-05 18:00:00,40.6,982
2021-06-05 19:00:00,41.5,1025
2021-06-05 20:00:00,42.1,1005
2021-06-05 21:00:00,42.3,921
2021-06-05 22:00:00,42.0,785
2021-06-05 23:00:00,41.400000000000006,606
2021-06-06 00:00:00,40.1,401
2021-06-06 01:00:00,37.5,192
2021-06-06 13:00:00,25.6,133
2021-06-06 14:00:00,28.700000000000003,339
2021-06-06 15:00:00,31.700000000000003,553
2021-06-06 16:00:00,33.800000000000004,747
2021-06-06 17:00:00,35.5,905
2021-06-06 18:00:00,36.8,1010
2021-06-06 19:00:00,37.8,1053
2021-06-06 20:00:00,38.5,1030
2021-06-06 21:00:00,38.900000000000006,943
2021-06-06 22:00:00,39.0,805
2021-06-06 23:00:00,38.5,623
2021-06-07 00:00:00,37.3,396
2021-06-07 18:00:00,31.5,976
2021-06-07 23:00:00,33.800000000000004,613
2021-06-08 00:00:00,33.2,391
2021-06-08 01:00:00,31.200000000000003,199
2021-06-08 13:00:00,19.1,138
2021-06-08 14:00:00,22.200000000000003,345
2021-06-08 15:00:00,25.4,557
