Tamb,I,Tcool_in,mass_flowrate,eff_gain,Tp_no_cool,Tp_cool
19.6,140,25.6326438169605,0.008585714285714287,0.00356158456515365,296.733567295235,292.76343372300596
22.1,352,22.771099435761432,0.0071714285714285725,0.00883102985097344,305.082329653256,295.2585923702065
24.200000000000003,570,20.100329726071543,0.005757142857142858,0.0140690294215031,312.996592767948,297.35490390770553
26.1,770,26.23771908336884,0.009191836734693879,0.0186967703301044,320.053872028618,299.26648477564316
27.700000000000003,932,23.84529093293654,0.008383673469387756,0.0223462414214806,325.704856549111,300.86296696569025
29.200000000000003,1041,23.190900469737826,0.007979591836734695,0.0247106151925128,329.830182119639,302.36152402102783
30.3,1092,22.802208938271246,0.007575510204081634,0.0257655288094711,332.100372308682,303.4600138484371
31.0,1072,25.356391649580473,0.008383673469387756,0.0252528129826334,332.234197001133,304.1628129980048
31.3,983,22.172191285109996,0.005757142857142858,0.0232362830837522,330.282394732786,304.4548824680234
31.3,809,22.459684828711517,0.003736734693877551,0.0192826109574168,325.882751051484,304.45171083829626
30.9,642,26.874337129546074,0.00636326530612245,0.0154337247762477,321.215642379935,304.05655153674564
30.0,418,22.00562199453366,0.0001,0.0113384755573318,314.480142490257,303.1449310591835
27.5,217,24.712512279588392,0.0001,0.00540588671631322,306.639565008313,300.6497358237648
22.3,144,24.894048418743473,0.006767346938775511,0.00363696929745239,299.509642691410,295.4575445408256
26.0,355,25.26299986077424,0.006161224489795919,0.00879122869071211,308.934552718013,299.1562094948044
28.9,572,25.4985983998026,0.006161224489795919,0.0138905920747257,317.500431106031,302.05615914568716
30.8,767,23.646300098641213,0.005151020408163266,0.0183445810873810,324.345083529101,303.95375472948564
32.4,918,29.620310770942467,0.008787755102040816,0.0216703076976657,329.655646269597,305.56453913148454
33.6,1001,19.98257366627751,0.0003020408163265306,0.0235379901292850,332.825790616692,306.7474628090353
34.6,1054,18.088892003881945,0.0003020408163265306,0.0256954424639454,335.044605637804,307.743554064722
35.300000000000004,1037,23.357482254086847,0.003130612244897959,0.0241238663156856,335.260262976946,308.4511320141246
35.7,956,28.38221726748786,0.006767346938775511,0.0222802651058843,333.624288770863,308.8574572213034
35.7,818,25.680963191797225,0.0003020408163265306,0.0192023357078104,330.184153403045,308.8498530298886
35.2,636,25.236962068915055,0.0001,0.0156185763072610,325.108050117252,308.3461104597805
34.4,426,23.41783575197522,0.0001,0.0129372770396854,318.917721626136,307.5399094211329
32.0,210,20.87588851834428,0.0001,0.0100827011794522,310.858932170074,305.1351056413477
25.3,140,22.756834637744532,0.0001,0.00377150568329637,302.357704577102,298.44853571105835
29.200000000000003,352,23.982277828478928,0.0001,0.00887858365648216,311.947460708072,302.34836222949
32.5,570,23.640153896096432,0.0001,0.0141987456093108,320.857775302556,305.6466344657315
35.1,767,29.464548077421522,0.00636326530612245,0.0180690571182208,328.343539639024,308.2563922504532
36.9,923,28.51230088284367,0.005757142857142858,0.0214571712549126,333.905637993334,310.05490231113555
38.2,1016,29.14876873105977,0.005959183673469389,0.0234113731981067,337.378352010801,311.35571173632303
39.2,1068,24.545839790185944,0.0003020408163265306,0.0245605729425706,339.549843737144,312.3470753528263
39.8,1050,28.400313883873928,0.004342857142857144,0.0240282173064643,339.657247545060,312.9523493037409
40.0,967,24.751021325570655,0.0003020408163265306,0.0232561978478158,337.822692969680,313.1439111191832
39.900000000000006,829,23.336642955390726,0.0003020408163265306,0.0219486197860669,334.344208774803,313.0387162270426
39.400000000000006,647,21.101499652771444,0.0003020408163265306,0.0204904662265590,329.339803295497,312.53186206046206
38.400000000000006,436,23.17546924299795,0.0003020408163265306,0.0156407935666303,323.016932578243,311.53275050541595
35.9,218,24.993583145849055,0.0001,0.00997923533402661,314.893980047176,309.03565260811354
26.5,142,27.637809407273267,0.005757142857142858,0.00353925460150264,303.596960258223,299.65497254649915
30.3,352,20.113344158163766,0.0001,0.0115468493955346,313.011130832366,303.43973013056615
34.2,569,22.689444668757154,0.0003020408163265306,0.0154527335316302,322.442359118822,307.342008519644
37.5,764,23.178427891678464,0.0003020408163265306,0.0198629658679277,330.500545427465,310.64123931046464
39.5,916,22.775575134828593,0.0003020408163265306,0.0233314820600546,336.117618418332,312.64027195154557
40.8,1005,27.777460970272667,0.0001,0.0230596483529190,339.475575857868,313.94858064767743
41.6,1058,25.330031479317544,0.0003020408163265306,0.0250481148967510,341.481107218686,314.7440573678418
42.2,1041,22.949855489705904,0.0003020408163265306,0.0262970518161528,341.616395047093,315.3385214982122
42.400000000000006,962,24.82249596063411,0.0003020408163265306,0.0242379454484190,339.893834657516,315.5397604829146
42.2,823,26.125576490273453,0.0003020408163265306,0.0214271327009554,336.324790992234,315.33943902047537
41.6,639,24.42918017674279,0.0003020408163265306,0.0195692848031146,331.209734906524,314.73365229764477
40.400000000000006,428,21.712168594057985,0.0003020408163265306,0.0177359471250382,324.731334663941,313.5265652278767
37.1,212,28.062122334682822,0.0001,0.00870810361666726,315.910791182511,310.23877207118846
27.700000000000003,139,24.127315359600924,0.0001,0.00435167673131916,304.698280708912,300.8467261181253
31.200000000000003,349,26.728228699798713,0.0001,0.00852936613384511,313.801530776457,304.349594811189
34.7,566,25.054197890189307,0.0001,0.0143417964369756,322.838747582354,307.84518469995095
37.3,761,24.212856605348634,0.0003020408163265306,0.0191376409063133,330.239222849117,310.4433204824923
38.8,924,26.63638263903209,0.0001,0.0214883467721057,335.672085989370,311.94836383287014
39.8,1022,24.393855578166487,0.0003020408163265306,0.0242118161185878,338.978470073279,312.94479848358696
40.400000000000006,1080,24.92003388907733,0.0003020408163265306,0.0250659745839744,340.924849243087,313.5458939286841
40.7,1056,24.27858000032509,0.0003020408163265306,0.0251741403512100,340.617700500982,313.8437520681023
40.8,969,28.142160240092068,0.0001,0.0223072716203012,338.601936841331,313.94845467700446
40.400000000000006,832,22.035596014596184,0.0003020408163265306,0.0230174553752117,334.880671658971,313.53565071815046
39.6,649,29.218757904463004,0.0001,0.0158144392827935,329.578251856721,312.7456582249887
38.1,434,27.72914282467271,0.0001,0.0125861498306832,322.677493361438,311.24114017677437
35.2,217,22.01904049823857,0.0001,0.0114014255585750,314.181761020563,308.33168014370716
34.2,1004,22.70802920921037,0.00333265306122449,0.0234808370417728,333.446052449181,307.35121847347995
35.7,1060,24.801820919252076,0.004948979591836736,0.0245936461468916,336.187848872692,308.8534315094461
36.7,1042,27.21197742114479,0.005959183673469389,0.0241084198145984,336.652495798291,309.85550148684115
37.1,962,22.90093331076856,0.0003020408163265306,0.0228481108885379,335.051533257836,310.2456295500723
37.0,822,24.553405446397967,0.0003020408163265306,0.0197320419728798,331.487395498951,310.1457202360229
36.3,639,24.950051790974346,0.0003020408163265306,0.0163234352427750,326.220124355133,309.4437643947126
34.800000000000004,430,26.326762117199568,0.0001,0.0115869334709205,319.406277094791,307.9443523543764
32.300000000000004,215,27.186171956030908,0.0001,0.00642534604378927,311.287380280383,305.44565227764497
21.4,136,27.01102246342435,0.008383673469387756,0.00343973691905210,298.397211223949,294.56261688432147
24.6,342,21.89241108156325,0.004342857142857144,0.00852075055218312,307.227095643274,297.7525118861154
27.8,555,20.282385144335628,0.0001,0.0136903107762427,316.009939531233,300.9486497367211
30.3,748,23.03261453784251,0.004746938775510205,0.0179377556563079,323.391847358439,303.4531563697056
32.1,903,26.957594783890716,0.007575510204081634,0.0213576676204088,329.002886089188,305.26011811791784
34.7,1052,30.641126700316526,0.008989795918367348,0.0244869096219144,335.085886387974,307.8651440594439
35.4,1028,27.243059087787135,0.006767346938775511,0.0239047704425728,335.129385354159,308.55751848671486
35.800000000000004,942,23.6883110064766,0.0001,0.0220448494260650,333.368798694043,308.94883380912785
35.9,807,28.44437479329316,0.005353061224489797,0.0189274625394437,330.093343968827,309.0540741442945
35.6,629,23.351795062317876,0.0003020408163265306,0.0167394823776927,325.305889860739,308.74199295006235
34.9,423,23.342230482464185,0.0003020408163265306,0.0132444709169640,319.319557890652,308.03884617759104
33.1,212,27.3647527196102,0.0001,0.00673752481246944,311.990736623677,306.2445094454588
24.8,132,21.85331309150668,0.0001,0.00387361653686946,301.642089434516,297.94766592325044
28.1,336,24.89488534885247,0.0035346938775510208,0.00827621216174510,310.452893465441,301.25152098913765
31.6,546,28.021288346205054,0.005959183673469389,0.0131529741960991,319.379443002984,304.7553025699564
34.2,738,23.000954266177974,0.0003020408163265306,0.0178421755209487,326.770714499443,307.34611525530437
35.9,891,19.232280569721656,0.0003020408163265306,0.0231866663091188,332.193311457638,309.03984300878176
38.2,1041,30.724640775149663,0.0071714285714285725,0.0239558038750609,337.988171240102,311.3589768148118
39.0,1024,19.928015469509393,0.0003020408163265306,0.0262228964381729,338.300297929489,312.1384723326383
39.3,946,26.71412865931393,0.0001,0.0219575970693656,336.669731569434,312.44809444548116
39.3,810,23.318231418881098,0.0003020408163265306,0.0213767445694671,333.318508832333,312.4393257067221
38.8,631,30.205889053249393,0.0001,0.0149535392594875,328.371523639059,311.9483830878502
37.8,424,27.281956908141478,0.0001,0.0125535954915464,322.131255530618,310.9406735025195
35.300000000000004,211,25.921471765126643,0.0001,0.00893227566862289,314.120138623634,308.43815919031306
25.200000000000003,128,26.10380790059015,0.005353061224489797,0.00320654653581428,301.926022592372,298.3542706626702
28.4,330,28.30112910602208,0.0065653061224489806,0.00811295379783062,310.581824055362,301.556790609365
31.5,541,22.941090053124842,0.0001,0.0136202258943070,319.153903747690,304.64654541153465
33.800000000000004,735,22.098284578721028,0.0003020408163265306,0.0181647735787609,326.321386865669,306.9451787164442
35.6,891,25.82303968290947,0.003736734693877551,0.0208436465068050,331.917511068110,308.7518137289147
37.8,1043,25.017316232570874,0.0003020408163265306,0.0240542520484099,337.674230976977,310.9497990548553
38.400000000000006,1026,25.440321316471493,0.0001,0.0236700794411796,337.804071844326,311.5491329093825
38.7,946,29.361089019632356,0.005151020408163266,0.0218327399104971,336.120778600305,311.8537351090301
38.5,810,25.110496881493418,0.0003020408163265306,0.0199882337994844,332.577284873313,311.64382902542076
37.7,630,25.009362314520057,0.0003020408163265306,0.0168949987392935,327.309856110487,310.8412454479844
36.2,424,22.685048435708804,0.0003020408163265306,0.0144658610771407,320.594347276805,309.33546723249947
33.9,213,29.85550607755467,0.0001,0.00575813947364228,312.801462005545,307.04746774319807
22.4,133,22.780590036958156,0.004948979591836736,0.00336473554020557,299.300236073628,295.55346721194826
25.8,338,24.37660248002384,0.005555102040816327,0.00838438061167851,308.279878993894,298.9546584084654
28.8,550,26.611165482652154,0.006767346938775511,0.0133719855652356,316.826707862878,301.9578014757111
30.9,742,21.29343767968336,0.0001,0.0178347687640557,323.796608537696,304.04896613143
32.6,896,24.683000195939524,0.005757142857142858,0.0211688960860660,329.285762652303,305.7551503679715
35.300000000000004,1041,23.913442214014378,0.004140816326530613,0.0242098973297122,335.358712443218,308.45218222765715
36.2,1021,24.62004903243606,0.0035346938775510208,0.0236940534726811,335.683567138311,309.35142430062933
36.8,938,23.77216253354193,0.0003020408163265306,0.0218902277356334,334.184977620982,309.9471578712287
37.0,805,26.133656487157094,0.0001,0.0190104235175186,331.062609131629,310.1481068020453
36.6,627,24.939358794702507,0.0003020408163265306,0.0163113600234179,326.197135473258,309.7429714775653
35.800000000000004,422,24.891407214310806,0.0001,0.0127869292364882,320.158074664612,308.9399528381205
33.7,212,25.177716568340333,0.0001,0.00844213656344805,312.578732120202,306.8396677684797
24.8,126,27.055067593831534,0.00636326530612245,0.00315736273695481,301.475276812782,297.95657589314806
28.1,326,24.21819699264159,0.001312244897959184,0.00803837816990201,310.183237202004,301.25013445606737
31.200000000000003,535,22.865058499461867,0.0001,0.0134164543864236,318.711992200442,304.34680790402405
33.7,726,20.182858183481997,0.0003020408163265306,0.0190605024874101,325.998881892286,306.84183505030614
35.5,878,25.811112849938166,0.003736734693877551,0.0205592700776887,331.501213118391,308.6516924556631
37.7,1023,27.99600748912853,0.005555102040816327,0.0236079468473910,337.095076451735,310.85472543726524
38.3,1009,26.34879232757858,0.002322448979591837,0.0232600556448040,337.298303985814,311.450526171387
38.6,936,23.38567781087322,0.0003020408163265306,0.0228864400659760,335.783719001951,311.74331728415433
38.400000000000006,804,24.77226509335425,0.0003020408163265306,0.0200242879948785,332.335345058525,311.543288577398
37.9,628,24.9954534307954,0.0003020408163265306,0.0169916081922931,327.447603262203,311.04083164639525
36.9,423,23.76510219764686,0.0003020408163265306,0.0141697932058220,321.240806638117,310.03610636895735
35.1,214,25.249229190704163,0.0001,0.00927911365693065,314.003973041541,308.23740209837746
25.9,127,28.37361130636154,0.0065653061224489806,0.00316987815218631,302.589800443473,299.05697664833616
29.200000000000003,326,30.188059890274335,0.0071714285714285725,0.00799150362105118,311.249525579098,302.3585944479019
32.9,535,19.200148805019282,0.0003020408163265306,0.0163471371318615,320.327645191460,306.03748791018376
35.9,725,27.25579165992413,0.0019183673469387757,0.0170773206516312,328.027423340012,309.05027927830326
37.8,882,24.701753752305763,0.0003020408163265306,0.0209390516197721,333.717461259227,310.9458540631805
39.1,972,23.762638019597166,0.0003020408163265306,0.0234731908508357,337.123065651902,312.243863068949
40.0,1036,23.538237555864463,0.0003020408163265306,0.0249436050045002,339.499565604807,313.14326002289
40.400000000000006,1012,25.52112232652957,0.0003020408163265306,0.0237446066073066,339.281306190306,313.54550347764354
40.5,926,21.057517110558468,0.0003020408163265306,0.0249370539061351,337.279586461622,313.6357610851893
40.3,793,26.278941436149232,0.0003020408163265306,0.0199529123296006,333.824686667313,313.44237321123535
39.7,617,26.124840436640227,0.0003020408163265306,0.0171352059668426,328.866721404838,312.8394345694377
38.7,415,25.463295218227856,0.0003020408163265306,0.0140811273222692,322.763831808787,311.8357607237845
36.4,208,25.383329866346923,0.0001,0.00990848084025236,315.118750806000,309.5352500937366
26.4,122,22.022552497078756,0.0001,0.00459135979736285,302.945448392634,299.5449694056669
29.3,318,21.91634998586687,0.0001,0.00943259472175472,311.131438464440,302.4438822152729
32.300000000000004,525,24.00916140124815,0.0001,0.0131838012836070,319.496586759399,305.44667353929714
35.300000000000004,716,21.15921513253942,0.0003020408163265306,0.0191673197430808,327.239020890658,308.44054066825936
37.7,864,23.820639492821012,0.0003020408163265306,0.0211332694521194,333.179226383573,310.8441173353071
39.2,946,20.22735561463705,0.0003020408163265306,0.0250450098194603,336.578237141901,312.3369992567781
40.2,1007,29.39495064093443,0.004342857142857144,0.0230566971922856,338.978069559119,313.3524750969674
40.8,1006,26.01934354094057,0.0003020408163265306,0.0235287202932160,339.499802285792,313.9455475203372
41.1,945,23.098601578480213,0.0003020408163265306,0.0243354352245862,338.292454493804,314.23866542034256
40.900000000000006,814,23.240434877156343,0.0003020408163265306,0.0223149553467960,334.899723019466,314.03649540818225
40.400000000000006,637,25.752716734928303,0.0003020408163265306,0.0180390226742559,330.029668376711,313.5379940233821
39.5,432,26.5840392427514,0.0003020408163265306,0.0140893198041771,323.969766125877,312.6366765921566
37.2,221,28.4114295103559,0.0001,0.00867205832218495,316.246513906161,310.33939505379027
27.3,128,25.1150363077755,0.0001,0.00328033851610451,304.000466648412,300.44890480679214
30.4,327,27.351229879724634,0.003736734693877551,0.00799398174794131,312.439533633778,303.55160271017894
33.300000000000004,535,28.37084580529966,0.004544897959183674,0.0128229627311348,320.707813083250,306.4527244838957
36.1,725,23.816207113124758,0.0003020408163265306,0.0181834798402155,328.214166476481,309.2439565426956
38.7,881,22.789816248933082,0.0003020408163265306,0.0224273941551477,334.521047418944,311.84094802914643
40.400000000000006,969,23.568218748588983,0.0003020408163265306,0.0240949646015892,338.236684805051,313.54120364926945
41.5,1033,24.16640417599274,0.0003020408163265306,0.0252156552058098,340.788549449510,314.64168216785936
42.2,1012,20.900221436479697,0.0003020408163265306,0.0270599961237475,340.918572701087,315.3343490015849
42.400000000000006,927,22.753141900150762,0.0003020408163265306,0.0249321146716951,339.045852754579,315.53542713989214
42.2,796,21.696391266331972,0.0003020408163265306,0.0237103150519549,335.661967809887,315.3311749314779
41.6,621,26.812939253760426,0.0003020408163265306,0.0178428420455375,330.759473619434,314.7374136306306
40.7,419,23.52622014803502,0.0003020408163265306,0.0166316706076323,324.789176998355,313.8290055759615
38.400000000000006,213,26.098375807343718,0.0001,0.0107480069193200,317.211167682911,311.533123344571
27.8,129,26.546786961446667,0.002322448979591837,0.00321126239313943,304.521903992341,300.95054455474605
30.9,331,19.47940929658739,0.0001,0.0119826384361393,313.031028390803,304.0371434623396
34.300000000000004,541,23.989360840880234,0.0001,0.0143214495746375,321.813552729673,307.44350228380335
37.3,733,27.996064795440965,0.0001,0.0172132864466521,329.535949116610,310.44930197656055
39.6,889,28.917398718284193,0.0017163265306122451,0.0205146695098934,335.546257766535,312.750198240978
41.1,982,24.688641890827665,0.0003020408163265306,0.0240082931761594,339.191373242906,314.24220828920204
42.1,1043,25.542940647272466,0.0003020408163265306,0.0249218708542157,341.573742542357,315.24324215842853
42.6,1026,25.410924674562704,0.0003020408163265306,0.0249487569974523,341.619100676164,315.7417855442086
42.7,948,20.08138452576514,0.0003020408163265306,0.0269605451243572,339.829497019559,315.8307076225601
42.5,817,23.422235006915965,0.0003020408163265306,0.0230937369173838,336.455500596970,315.6340949864105
41.8,640,23.46475719616688,0.0003020408163265306,0.0202875364441424,331.423028878141,314.93165054434843
40.7,436,26.955287901049523,0.0003020408163265306,0.0146173219567558,325.223941826569,313.8353212664469
38.2,223,28.682093217866516,0.0001,0.00913021400984947,317.278339974928,311.3381702370742
28.0,133,23.08972219442661,0.0001,0.00509019296188323,304.829430885691,301.1442758446169
30.8,339,24.99553203044753,0.0001,0.00888353004872271,313.147787184085,303.94706865158525
34.0,553,25.14665823973541,0.0001,0.0138561280764236,321.839225428348,307.1462870976602
36.9,747,19.66896866596184,0.0003020408163265306,0.0213600699328113,329.515070614991,310.03582629095587
39.2,904,21.623944367196458,0.0003020408163265306,0.0236504322236846,335.547449549044,312.3385393099702
41.900000000000006,1056,25.573956937915398,0.0003020408163265306,0.0250110344161120,341.704808086554,315.043917758211
42.6,1038,22.674870438508844,0.0003020408163265306,0.0265957839170369,341.907309219086,315.7372856107663
43.0,959,26.663344713826238,0.0003020408163265306,0.0234846106953470,340.369765962199,316.141852807922
42.8,800,29.443619083725622,0.0003020408163265306,0.0195233917579552,336.316871997707,315.94367558487374
42.3,644,24.834961373897922,0.0003020408163265306,0.0197764588665035,331.993494283315,315.4332466671953
41.3,436,27.345742237566437,0.0003020408163265306,0.0147164878399555,325.799716008985,314.43495724088
38.7,222,26.432456653380505,0.0001,0.0108355845137305,317.741600677338,311.83337243307585
29.200000000000003,124,26.19229075115349,0.0001,0.00374564672339175,305.767779049092,302.3473911297051
32.0,322,24.396010412377212,0.0001,0.00955328825438666,313.857299894155,305.14358383073335
35.4,528,25.129290048374845,0.0001,0.0140622521061997,322.523192392320,308.5432973742126
38.5,683,28.625883894482584,0.0001,0.0162731101368539,329.400521772602,311.6472565461432
40.7,866,27.118609101675116,0.0003020408163265306,0.0207734927608856,335.994081832717,313.84467716832756
43.5,975,23.931662251571325,0.0003020408163265306,0.0254566444371749,341.212254202629,316.6365762547615
43.6,927,23.855249226605864,0.0003020408163265306,0.0248988860172632,340.146140142463,316.7352570794128
43.1,799,23.058967294959455,0.0003020408163265306,0.0234033155518466,336.570690462814,316.2320418190904
38.5,208,22.6522034553771,0.0003020408163265306,0.0129407000396028,317.177627562839,311.6268573954516
42.0,780,27.255566160963347,0.0003020408163265306,0.0200639636711664,335.082528706130,315.14084227875094
28.9,128,26.448451326744056,0.0001,0.00345353389072042,305.581005073109,302.0484416917498
32.5,330,26.71260021252036,0.0001,0.00867316759130798,314.554769625430,305.6469084198656
35.7,539,26.92145833538948,0.0001,0.0134623729118337,323.091981480605,308.84612166816044
37.9,732,16.529054841912256,0.0003020408163265306,0.0236687639546477,330.070719423161,311.02831790521753
39.6,888,21.11559229512941,0.0003020408163265306,0.0239230909660672,335.521666200691,312.7366237390211
41.900000000000006,1040,23.085362764590464,0.0003020408163265306,0.0260705594003883,341.320162176354,315.03925696926444
42.5,1021,23.163697305050515,0.0003020408163265306,0.0260400782237349,341.408022740412,315.6379498612748
42.8,941,25.509583840752633,0.0003020408163265306,0.0237492743997277,339.751647721674,315.93981615601166
42.7,805,25.605750135724055,0.0003020408163265306,0.0217360782895011,336.346712612655,315.83728759871514
42.2,626,26.02551282236387,0.0003020408163265306,0.0187250005644341,331.450272190386,315.33510886507065
41.2,420,25.213490929737027,0.0003020408163265306,0.0158370676710511,325.295303548868,314.33108921694486
39.1,211,24.844820269972278,0.0001,0.0119228677195958,317.844652409012,312.2296874052348
