Tamb,I,Tcoolant_in,mass_flowrate_optimal,efficiency_gain_optimal
32.0,608,29.880033484069955,0.006767346938775511,0.0115602294816438
31.0,404,30.37691760709228,0.006161224489795919,0.00716118831597934
29.3,197,23.667907590203473,0.0001,0.00455322095345025
21.9,125,26.71872099171431,0.0071714285714285725,0.00447082347336670
24.5,324,22.732385871819325,0.004746938775510205,0.00823083617531497
27.0,532,27.10666272364915,0.007373469387755103,0.0121006492993286
29.4,722,27.822025991345377,0.007575510204081634,0.0154698482604800
31.700000000000003,879,25.84716632199186,0.00636326530612245,0.0180228390972521
33.300000000000004,987,28.939255688223643,0.0077775510204081645,0.0197152887260111
34.4,1033,25.428700977976476,0.005757142857142858,0.0202339326781041
35.1,1013,25.370094360167997,0.004948979591836736,0.0194456966380732
35.4,935,20.92004688325185,0.0003020408163265306,0.0184308673235095
35.300000000000004,801,27.229213538065668,0.004140816326530613,0.0145132093171219
34.9,624,24.35980203661152,0.0001,0.0114802162540108
34.0,420,22.39324491086719,0.0001,0.00934160552389623
32.1,210,23.884285783401328,0.0001,0.00507024506656289
24.4,130,23.738525219554145,0.00333265306122449,0.00347018737384236
27.6,329,24.4915617672503,0.00333265306122449,0.00692323221368444
30.4,539,22.711339770218125,0.0001,0.0109607214697181
32.5,730,23.245816081631016,0.0001,0.0142414068599976
34.2,885,27.740254079789295,0.006161224489795919,0.0169611385941686
35.4,990,25.97090316782754,0.004948979591836736,0.0187802594198261
36.3,1036,23.55375226470643,0.0003020408163265306,0.0194021401971752
36.8,1015,22.59470278253926,0.0003020408163265306,0.0188504308075383
37.1,933,27.339104180176108,0.004140816326530613,0.0166738268169692
37.1,799,20.761505206847023,0.0003020408163265306,0.0165088828085781
36.6,620,22.686221587065273,0.0003020408163265306,0.0126154844349732
35.7,415,25.12102025479577,0.0001,0.00789310438291387
33.800000000000004,205,24.820788245396205,0.0001,0.00471273599763888
24.700000000000003,124,25.20493643438881,0.004544897959183674,0.00317895460504139
27.4,319,24.07142750419921,0.002726530612244898,0.00677290937622726
29.8,525,26.957386867244683,0.005757142857142858,0.0106256985326255
32.1,715,24.20817426648939,0.003130612244897959,0.0140403033271620
34.1,870,25.985662673603397,0.004948979591836736,0.0166702403016488
35.800000000000004,977,24.147640900102676,0.0019183673469387757,0.0183032390547645
37.0,1024,26.77666320964824,0.004746938775510205,0.0187765844603210
37.7,1009,28.283659408912936,0.005151020408163266,0.0180993247804735
37.9,933,23.052494272981985,0.0003020408163265306,0.0173663189921121
37.7,801,26.432303597281955,0.0001,0.0136615655864568
37.1,625,22.71381819805046,0.0003020408163265306,0.0127458424299782
36.0,420,19.785004653719007,0.0003020408163265306,0.0113832450369323
33.9,211,24.99590516415861,0.0001,0.00470655015452961
25.4,116,22.98229291366345,0.0001,0.00304079055362746
27.5,314,23.85645067313072,0.0017163265306122451,0.00660707071660181
29.8,499,22.5855973388107,0.0001,0.0103055252433621
31.700000000000003,700,27.868883234141872,0.00636326530612245,0.0138665741728727
33.1,852,27.52340784029345,0.00636326530612245,0.0167290768164280
34.0,955,21.45209161533121,0.0001,0.0188116447020758
34.7,1000,25.324240990177934,0.005151020408163266,0.0193444370370249
35.5,981,23.221901053020094,0.0001,0.0185652675146377
36.2,902,26.687246755963937,0.003938775510204082,0.0164001850819267
36.6,772,23.748960951965927,0.0003020408163265306,0.0143379766072303
36.4,599,23.789481455313478,0.0003020408163265306,0.0115922258469720
35.7,400,21.725077276734716,0.0003020408163265306,0.00976751885248593
34.1,198,30.454540921383554,0.0001,0.00122696008395919
27.6,126,25.697202578552172,0.0001,0.00197152219754464
30.9,324,27.38378396779071,0.0025244897959183677,0.00528423097008040
33.7,530,25.653581416192054,0.0001,0.00936531671649934
35.7,720,25.74859477105236,0.0001,0.0126850245853508
37.3,872,24.69073648711329,0.0003020408163265306,0.0154560702144977
38.6,974,25.30033448550191,0.0003020408163265306,0.0169625183756307
39.5,1020,27.910101985935786,0.003130612244897959,0.0174876664937176
40.0,1003,26.430459561961875,0.0003020408163265306,0.0169390046489160
40.3,924,25.830327287424247,0.0003020408163265306,0.0158842139563012
40.2,765,22.291541427712584,0.0003020408163265306,0.0154818673299266
39.7,596,24.480801691760036,0.0003020408163265306,0.0116066423516342
38.7,415,21.883692716617844,0.0003020408163265306,0.0104722333592478
36.8,208,19.733745975682655,0.0003020408163265306,0.00856033519345538
26.700000000000003,133,24.34412193565217,0.0001,0.00267766923376150
30.1,339,30.807024173629703,0.00636326530612245,0.00600162317921183
33.7,555,28.430338171510943,0.003938775510204082,0.00952234006200079
36.1,752,25.77767061183339,0.0001,0.0132183612169756
37.6,910,24.114898346515027,0.0003020408163265306,0.0164336718660074
38.7,1015,27.07867060777894,0.002928571428571429,0.0177607490210374
39.5,1060,24.052742629616773,0.0003020408163265306,0.0189650859257661
40.1,1039,26.622908834605877,0.0001,0.0177364076679424
40.2,953,25.226886317320012,0.0003020408163265306,0.0166671793206682
39.900000000000006,816,24.45752608873187,0.0003020408163265306,0.0149192465888690
38.8,638,28.813558263869258,0.0001,0.00963438592070861
36.9,429,26.731720711669563,0.0001,0.00728313845790445
34.300000000000004,217,27.24373379581499,0.0001,0.00346448481012648
22.8,139,22.46698040275684,0.003938775510204082,0.00442452087047455
26.1,335,26.706534139501,0.00636326530612245,0.00775175215339747
29.9,544,22.437688762556125,0.0001,0.0112056074540991
33.0,746,27.005153277968038,0.005353061224489797,0.0143277332281534
35.1,896,27.51104313076068,0.005555102040816327,0.0167840677484605
36.6,995,20.606121809070117,0.0003020408163265306,0.0195865529646304
37.6,1038,21.327276867059442,0.0003020408163265306,0.0199318999974836
38.2,1009,25.63620019455084,0.0001,0.0178879891161787
38.2,923,21.683089855672883,0.0003020408163265306,0.0179734782362061
37.8,806,25.85688720916301,0.0003020408163265306,0.0137977345086231
36.7,604,26.014634837996468,0.0003020408163265306,0.0103896590733460
32.9,216,23.839833482937802,0.0001,0.00533036405454309
23.6,134,22.447136683196124,0.0025244897959183677,0.00393775054151260
26.5,337,22.597507612575388,0.0017163265306122451,0.00763170385066935
29.3,547,23.639034812429372,0.00333265306122449,0.0113940353243177
31.700000000000003,737,23.354877417277265,0.002726530612244898,0.0147449949922780
33.6,892,30.877068741028122,0.007979591836734695,0.0174010573582843
35.2,996,23.26528448692153,0.0017163265306122451,0.0190234950670003
36.5,1042,26.015484187962528,0.004746938775510205,0.0194234365480034
37.4,1024,26.525075061678255,0.004140816326530613,0.0185857948560940
37.9,947,19.48079926437933,0.0003020408163265306,0.0195354767646837
37.9,815,23.98306463893742,0.0003020408163265306,0.0150205700405380
37.4,640,24.18960697406062,0.0003020408163265306,0.0121072292263104
36.3,435,26.22156114607565,0.0001,0.00758720887262184
34.0,223,24.41476410683677,0.0001,0.00525367954475916
23.700000000000003,138,21.39555001519246,0.0001,0.00408148335986873
26.8,347,25.586124985852354,0.005353061224489797,0.00772533884876150
30.1,564,26.73670007857204,0.005757142857142858,0.0114147698277171
32.800000000000004,759,26.164425127733278,0.004948979591836736,0.0147265309431296
34.800000000000004,916,30.586974382847057,0.007373469387755103,0.0173761321863109
36.3,1021,24.853683779317958,0.00333265306122449,0.0190519846431463
37.6,1067,26.290079947212615,0.004140816326530613,0.0194539384509689
38.400000000000006,1047,24.810303254046914,0.0001,0.0187377473162820
38.8,966,27.150024257077472,0.001312244897959184,0.0166139870825014
38.7,830,23.698687919732023,0.0003020408163265306,0.0154706821698026
38.1,652,23.45658721758535,0.0003020408163265306,0.0128176864029683
36.8,442,22.937730768258103,0.0003020408163265306,0.00981536189592029
34.1,223,23.60249926872463,0.0001,0.00577381508209045
21.9,139,24.16391534428441,0.005959183673469389,0.00482837844099990
25.6,349,25.665828140723118,0.006161224489795919,0.00832714934715481
29.3,555,25.16377386033281,0.004948979591836736,0.0115788776477281
31.9,747,28.396174048433686,0.006767346938775511,0.0148674914766914
33.800000000000004,917,23.890035093819396,0.003736734693877551,0.0178952536183049
35.300000000000004,1022,28.358106838646165,0.006767346938775511,0.0195446055447544
36.4,1068,25.37815111943965,0.004544897959183674,0.0200567524543311
37.1,1050,26.740685076119632,0.004948979591836736,0.0193121529367919
37.4,971,27.550961749871856,0.004544897959183674,0.0173892731940200
37.0,831,24.899533801514597,0.0003020408163265306,0.0146608421313138
35.800000000000004,648,29.63018157409616,0.004342857142857144,0.0107259841268034
33.800000000000004,436,20.119553799881114,0.0003020408163265306,0.0109979110709014
31.1,221,21.837795988820577,0.0001,0.00633390578946637
18.1,140,26.070188805028145,0.008585714285714287,0.00658771404551492
21.5,353,22.40258952854819,0.0065653061224489806,0.0103329873904018
25.1,574,26.376200243655852,0.007979591836734695,0.0140015515541290
28.0,774,22.930981731786098,0.006161224489795919,0.0173642360594174
30.3,935,23.33687859747987,0.006161224489795919,0.0199873910728264
32.4,1044,24.622507499818262,0.0065653061224489806,0.0214515807681640
33.9,1091,21.5397949038012,0.00333265306122449,0.0217936822450076
35.0,1072,26.680920053183343,0.00636326530612245,0.0208186287302663
35.6,989,24.051622047645427,0.0025244897959183677,0.0186697083596338
35.7,853,26.359102750873497,0.0035346938775510208,0.0155206895263427
35.300000000000004,671,17.93394005984353,0.0003020408163265306,0.0160888677980610
34.4,456,26.18443534238348,0.0001,0.00780268779123796
31.9,235,19.10355337187337,0.0001,0.00839603716244882
22.200000000000003,137,22.457443554767224,0.004544897959183674,0.00464681199007039
25.700000000000003,346,26.619545894461933,0.0065653061224489806,0.00820533651677174
29.3,563,28.59834956228737,0.0071714285714285725,0.0117604865930766
32.300000000000004,760,19.810443353884985,0.0003020408163265306,0.0159817215785112
34.5,919,25.41609157473821,0.004544897959183674,0.0176011638713370
36.1,1027,30.08579501952881,0.0071714285714285725,0.0192681053680019
37.3,1074,27.547855432934657,0.005555102040816327,0.0197507559165049
38.0,1057,27.00027113620921,0.004342857142857144,0.0190357655077337
38.3,982,28.214747511821432,0.004342857142857144,0.0172056348271526
38.3,847,26.463070890392245,0.0001,0.0144100113519152
37.7,664,24.675997378516826,0.0003020408163265306,0.0122396422797081
36.6,453,24.6045862338988,0.0003020408163265306,0.00888420373293409
33.800000000000004,233,29.85639115492389,0.0001,0.00211872491121020
21.5,141,25.466872922216417,0.006969387755102042,0.00505776707708728
25.200000000000003,355,25.916814425440286,0.0065653061224489806,0.00865796929154255
29.1,574,19.016050672606475,0.0001,0.0131805124023813
32.5,773,28.13274854845434,0.0065653061224489806,0.0151880487172892
35.300000000000004,933,22.860357199901685,0.0001,0.0177143075814269
37.3,1041,20.280573990782926,0.0003020408163265306,0.0205062634944309
38.6,1089,21.68581245181833,0.0003020408163265306,0.0205805579193902
39.400000000000006,1069,19.607905107434167,0.0003020408163265306,0.0213809701707818
39.7,981,28.075268355482994,0.002120408163265306,0.0165188147237446
39.6,843,29.247360611720943,0.0003020408163265306,0.0134485248834903
39.0,662,27.490736925469268,0.0003020408163265306,0.0106968566312758
37.8,451,26.36930448890447,0.0003020408163265306,0.00795827661238886
34.7,234,23.947928967303483,0.0001,0.00581807087772714
23.0,135,21.444881781612278,0.001312244897959184,0.00424007808554632
26.700000000000003,343,25.74405510591924,0.005555102040816327,0.00767334062249150
30.9,557,23.871990043195815,0.0001,0.0109103323043947
34.1,751,27.911674749995562,0.005353061224489797,0.0139222650100913
36.3,908,22.044035866982817,0.0003020408163265306,0.0174290194681397
37.9,1017,24.14291913003021,0.0003020408163265306,0.0182641049785921
39.0,1067,24.87474915376633,0.0001,0.0188659256133851
39.7,1048,30.622439988641005,0.005757142857142858,0.0180084172570799
40.1,966,24.20634297443903,0.0003020408163265306,0.0173961549072130
39.8,832,20.59697976330287,0.0003020408163265306,0.0174174642509252
38.900000000000006,653,22.44028245661767,0.0003020408163265306,0.0135822741532084
37.3,442,26.53741706150624,0.0001,0.00765553534949245
34.6,227,26.727429343566044,0.0001,0.00398060138438521
23.4,133,26.186064494014165,0.006161224489795919,0.00399045292381506
27.200000000000003,344,26.64207913604774,0.005757142857142858,0.00746513967873683
31.1,561,23.227466962936344,0.0001,0.0111237052915405
33.6,758,25.356535201588756,0.00333265306122449,0.0143290768483649
35.5,916,29.108145739264693,0.00636326530612245,0.0170450175691763
37.0,1022,23.831305529245256,0.0001,0.0188214402848948
38.0,1068,27.36722824192171,0.004746938775510205,0.0192803610567452
38.8,1050,29.234097876788464,0.005555102040816327,0.0184883737924926
39.2,972,28.062878831388556,0.002928571428571429,0.0165534574654038
39.2,837,27.82622323138737,0.0001,0.0136798752895373
38.6,656,22.9040757532359,0.0003020408163265306,0.0133072660931212
37.6,446,28.568001110206072,0.0001,0.00661420434321194
35.0,227,22.99088180410262,0.0001,0.00637271415575859
23.8,130,23.36468515255059,0.0035346938775510208,0.00374284500085085
27.6,339,21.301875222041097,0.0001,0.00802060740182835
31.6,555,24.584320800998356,0.0001,0.0105365911723282
34.300000000000004,752,24.55449768168935,0.0001,0.0139300564707636
36.1,911,25.433172038563846,0.002322448979591837,0.0166582520838118
37.5,1018,26.857621947120485,0.004342857142857144,0.0184019674997619
38.3,1065,19.794423703257987,0.0003020408163265306,0.0211636200510093
38.8,1048,22.84072173310332,0.0003020408163265306,0.0193536075101926
38.900000000000006,967,25.665633042507963,0.0001,0.0167538260456890
38.5,832,25.193568632918428,0.0003020408163265306,0.0146567208711440
37.8,650,26.704001035213473,0.0001,0.0108362093684193
36.5,440,30.733085532263306,0.0001,0.00555305481832254
33.9,224,27.14160962075977,0.0001,0.00356712928755744
25.9,122,23.593965448221006,0.0001,0.00284684879406585
29.5,324,26.28423005235659,0.002928571428571429,0.00592608544978756
32.9,536,25.90016180245984,0.0001,0.00950869491123137
35.4,729,25.63785652282723,0.0001,0.0129616704842529
37.2,885,22.440425735149798,0.0003020408163265306,0.0168913964172243
38.6,990,22.721368571294175,0.0003020408163265306,0.0184902019559285
39.6,1037,26.038550007583563,0.0001,0.0179598344342907
40.3,1023,27.17147847464595,0.0001,0.0172473462499706
40.8,947,26.64511715852709,0.0003020408163265306,0.0158451490640974
40.8,815,23.575615548120897,0.0003020408163265306,0.0155237308869446
40.7,639,26.25662167020956,0.0003020408163265306,0.0112930067791781
39.7,435,26.91377759881661,0.0003020408163265306,0.00768755023332283
37.7,222,28.36106930651164,0.0001,0.00341329572751083
30.0,125,22.47027704060388,0.0001,0.00433904599022829
33.4,329,26.430121562195925,0.0001,0.00556111146849116
36.7,541,26.582484595166818,0.0001,0.00908327509338049
39.400000000000006,735,25.77460302630607,0.0003020408163265306,0.0128863404609367
41.1,892,25.018917640122886,0.0003020408163265306,0.0158816435290479
42.2,999,27.816070546339787,0.0003020408163265306,0.0160832200717294
43.0,1047,26.49993492723133,0.0003020408163265306,0.0176007862475526
43.400000000000006,1030,27.27559715027662,0.0003020408163265306,0.0169476462762928
43.5,951,21.40986572368371,0.0003020408163265306,0.0190690370236718
43.3,821,27.496524224340867,0.0003020408163265306,0.0136027021918633
42.8,645,24.83372150446697,0.0003020408163265306,0.0126025749726322
41.900000000000006,440,22.45145617664839,0.0003020408163265306,0.0111038078511867
39.400000000000006,227,21.752979721046348,0.0003020408163265306,0.00804057691265487
31.8,123,24.57471077693173,0.0001,0.00330517474747895
35.2,326,26.69608564631933,0.0001,0.00557718030596862
38.6,537,27.413937775928567,0.0003020408163265306,0.00875087600238668
41.400000000000006,730,26.295310690020898,0.0003020408163265306,0.0127240176232089
43.0,884,25.283593976404777,0.0003020408163265306,0.0157780091669328
44.1,988,24.65943735552509,0.0003020408163265306,0.0177513500161956
44.8,1035,24.149580384742656,0.0003020408163265306,0.0187769325813332
45.2,1021,22.261232072336757,0.0003020408163265306,0.0197269147884852
45.2,945,27.990411581341487,0.0003020408163265306,0.0153530623757560
45.0,813,25.356388544115273,0.0003020408163265306,0.0149675602700215
44.3,639,26.607739550027034,0.0003020408163265306,0.0116362813143196
43.3,434,24.40389913997811,0.0003020408163265306,0.0100366087178401
40.6,222,24.09278015841219,0.0003020408163265306,0.00667053267473520
32.300000000000004,118,24.194642421167558,0.0001,0.00357560220560798
35.4,317,21.143329585772896,0.0003020408163265306,0.00886162088519530
38.900000000000006,526,26.79127592277534,0.0003020408163265306,0.00900404011221316
42.0,717,23.545203639425576,0.0003020408163265306,0.0142898958662046
43.900000000000006,875,24.270346175997986,0.0003020408163265306,0.0163479180552914
45.2,982,26.296115344588696,0.0003020408163265306,0.0168385666892026
46.0,1030,22.889615070387787,0.0003020408163265306,0.0195706235141197
46.400000000000006,1015,24.933038202252188,0.0003020408163265306,0.0182052367349776
46.6,937,26.07734909098642,0.0003020408163265306,0.0164717808130980
46.3,805,27.28078004140545,0.0003020408163265306,0.0138656623843791
45.7,632,30.78488481319179,0.0003020408163265306,0.00918569001868958
44.6,430,27.262177409134964,0.0003020408163265306,0.00836187472319040
41.900000000000006,221,23.577044313639156,0.0003020408163265306,0.00730461735278530
32.300000000000004,117,25.348956931107555,0.0001,0.00281801686788179
35.5,317,24.82590844298582,0.0001,0.00658207449493533
38.900000000000006,527,22.526549513273327,0.0003020408163265306,0.0117188059483344
41.6,719,25.460859414873635,0.0003020408163265306,0.0130930631949288
43.400000000000006,877,26.713118382941047,0.0003020408163265306,0.0149018154813706
44.7,987,28.2749010867922,0.0003020408163265306,0.0158068135357099
45.6,1037,24.82671865613485,0.0003020408163265306,0.0184935804832363
46.1,1025,25.574995599127327,0.0003020408163265306,0.0179441423805480
46.3,950,24.044254627895075,0.0003020408163265306,0.0178289711100637
46.1,820,20.23375274678793,0.0003020408163265306,0.0184468183185944
45.400000000000006,646,27.897022604089415,0.0003020408163265306,0.0111185026993775
44.2,440,25.273976021489464,0.0003020408163265306,0.00970055198992457
41.400000000000006,226,20.984056028317195,0.0003020408163265306,0.00905858820589121
30.700000000000003,122,29.621580914775958,0.002322448979591837,0.000417724857813198
34.5,339,26.1155072213434,0.0001,0.00601526411171695
38.0,561,27.995287544489905,0.0001,0.00877902497145687
40.1,760,20.000172221818186,0.0003020408163265306,0.0168116011457910
41.5,923,24.635665206080112,0.0003020408163265306,0.0165909274852857
42.7,1031,24.754038584214435,0.0003020408163265306,0.0182319053511942
43.5,1081,29.631571258712153,0.0001,0.0170050639862773
43.900000000000006,1072,23.886601228510077,0.0003020408163265306,0.0193815906795337
43.900000000000006,994,26.809030775743985,0.0003020408163265306,0.0166460362002728
43.400000000000006,859,31.499121374890006,0.0001,0.0122249181332571
42.400000000000006,682,30.74606775337639,0.0003020408163265306,0.00953070809951049
40.900000000000006,468,18.862503477632433,0.0003020408163265306,0.0136759709461921
37.6,244,28.304325238627797,0.0001,0.00375769923869495
26.0,129,21.643524041536057,0.0001,0.00418741343390271
29.6,343,29.42956280243124,0.005959183673469389,0.00633127360588002
33.4,565,26.05597079848159,0.0001,0.00996041902326857
36.6,766,24.083208319187932,0.0003020408163265306,0.0140623571562581
38.8,929,28.32797723504482,0.003130612244897959,0.0157729232529273
40.3,1040,25.531666115990056,0.0003020408163265306,0.0178883851337236
41.3,1089,27.222905540050157,0.0001,0.0182563789568613
42.0,1081,29.694038067968492,0.003130612244897959,0.0176457051067648
42.3,1002,21.85271525814264,0.0003020408163265306,0.0193856219735209
42.1,865,28.605412824313376,0.0003020408163265306,0.0135810643945695
41.5,681,28.62485185549077,0.0003020408163265306,0.0106458508689271
40.3,466,29.89818822074658,0.0001,0.00638985863673932
37.0,239,23.038693552844016,0.0001,0.00686547044646978
27.700000000000003,119,22.529707408446605,0.0001,0.00376412898445574
30.9,327,23.365675525167447,0.0001,0.00699151451996254
34.300000000000004,545,27.758972282576334,0.001312244897959184,0.00901387170640804
37.2,744,32.19425945445475,0.005959183673469389,0.0122909985566256
39.3,909,26.2061437375382,0.0003020408163265306,0.0153480511173145
40.7,1021,27.074822450457663,0.0001,0.0170600825558459
